19-3-2020 02:48:36.273  INFO	13	185	Log 475 - user 5235804 at realtime 2024-09-04 19:26:02.822094
19-3-2020 02:49:22.084	INFO	10	188	mailbox allocated for pipe
19-3-2020 02:49:22.130	INFO	10	184	mailbox allocated for rsvp-api
19-3-2020 02:49:22.176	INFO	12	186	creating mailslot for RSVP client API
19-3-2020 02:49:22.214	INFO	19	185	out of INFO allcations
19-3-2020 02:49:22.251	INFO	14	184	no mailbox necessary for traffic-CONTROL
19-3-2020 02:49:22.288	INFO	15	187	master allocated for INFO and ERROR dump
19-3-2020 02:49:22.337	INFO	16	192	calculating thresholds...
19-3-2020 02:49:22.374	INFO	15	192	mailbox allocated for route
19-3-2020 02:49:22.420	INFO	15	184	parsing transaction entries
19-3-2020 02:49:22.462	INFO	19	183	mailbox allocated for terminate
19-3-2020 02:49:22.502	INFO	17	187	mailbox allocated for rsvp
19-3-2020 02:49:22.542	INFO	13	191	mailbox allocated for rsvp-api
19-3-2020 02:49:22.590	INFO	10	191	interface 127.0.0.1, entity for rsvp allocated and initialized
19-3-2020 02:49:22.638	INFO	12	187	loopback to avoid ERROR
19-3-2020 02:49:22.675	INFO	10	192	no mailbox necessary for traffic-CONTROL
19-3-2020 02:49:22.715	INFO	17	189	creating mailslot for (broken) pipe
19-3-2020 02:49:22.715	INFO	13	192	transaction 17102 begun
19-3-2020 02:49:22.830	INFO	11	190	ready to accept informational socket connection
19-3-2020 02:49:22.830	INFO	15	194	transaction done, id=17102
19-3-2020 02:49:22.879	INFO	17	184	interface 127.0.0.1, entity for rsvp allocated and initialized
19-3-2020 02:49:22.922	INFO	12	184	mailbox allocated for terminate
19-3-2020 02:49:22.969	INFO	10	188	money transfer loaded from queue
19-3-2020 02:49:23.007	INFO	17	190	mailbox allocated for dump
19-3-2020 02:49:23.054	INFO	14	190	parsing transaction entries
19-3-2020 02:49:23.101	INFO	17	189	parsing transaction entries
19-3-2020 02:49:23.145	INFO	18	194	mailbox allocated for rsvp
19-3-2020 02:49:23.189	INFO	10	192	creating mailslot for route engine - informational socket
19-3-2020 02:49:23.234	INFO	15	191	loopback to avoid ERROR
19-3-2020 02:49:23.279	INFO	19	183	creating mailslot for RSVP via UDP
19-3-2020 02:49:23.326	INFO	12	194	mailbox allocated for terminate
19-3-2020 02:49:23.367	INFO	14	190	mailbox allocated for route
19-3-2020 02:49:23.415	INFO	11	185	creating mailslot for RSVP via UDP
19-3-2020 02:49:23.454	INFO	10	191	creating mailslot for RSVP via UDP
19-3-2020 02:49:23.499	INFO	19	186	creating mailslot for RSVP
19-3-2020 02:49:23.539	INFO	18	194	no mailbox necessary for traffic-CONTROL
19-3-2020 02:49:23.587	INFO	12	187	mailbox allocated for rsvp-api
19-3-2020 02:49:23.632	INFO	14	192	creating mailslot for RSVP
19-3-2020 02:49:23.674	INFO	16	194	creating socket for querying route
19-3-2020 02:49:23.712	INFO	12	184	mailbox allocated for dump
19-3-2020 02:49:23.750	INFO	12	186	creating socket for querying route
19-3-2020 02:49:23.795	INFO	19	183	no mailbox necessary for traffic-CONTROL
19-3-2020 02:49:23.843	INFO	16	192	creating mailslot for route engine - informational socket
19-3-2020 02:49:23.889	INFO	14	189	money transfer loaded from queue
19-3-2020 02:49:23.927	INFO	17	187	mailbox allocated for dump
19-3-2020 02:49:23.969	INFO	19	183	loopback to avoid ERROR
19-3-2020 02:49:24.012	INFO	14	188	no mailbox necessary for forward
19-3-2020 02:49:24.051	INFO	19	194	calculating thresholds...
19-3-2020 02:49:24.099	INFO	17	184	creating socket for traffic CONTROL module
19-3-2020 02:49:24.147	INFO	13	194	loading data for user
19-3-2020 02:49:24.190	INFO	10	190	no mailbox necessary for traffic-CONTROL
19-3-2020 02:49:24.233	INFO	10	191	loading data for user
19-3-2020 02:49:24.280	INFO	13	188	loading data for user
19-3-2020 02:49:24.319	INFO	14	183	master allocated for INFO and ERROR dump
19-3-2020 02:49:24.358	INFO	12	190	calculating thresholds...
19-3-2020 02:49:24.405	INFO	10	191	mailbox allocated for route
19-3-2020 02:49:24.447	INFO	15	190	calculating thresholds...
19-3-2020 02:49:24.496	INFO	16	191	parsing transaction entries
19-3-2020 02:49:24.545	INFO	17	183	creating mailslot for dump
19-3-2020 02:49:24.592	INFO	17	190	parsing transaction entries
19-3-2020 02:49:24.641	INFO	13	183	creating mailslot for dump
19-3-2020 02:49:24.683	INFO	19	187	creating mailslot for RSVP via UDP
19-3-2020 02:49:24.732	INFO	11	193	mailbox allocated for rsvp-udp
19-3-2020 02:49:24.777	INFO	14	189	master allocated for INFO and ERROR dump
19-3-2020 02:49:24.819	INFO	10	192	creating mailslot for RSVP client API
19-3-2020 02:49:24.864	INFO	15	193	mailbox allocated for terminate
19-3-2020 02:49:24.905	INFO	11	194	no mailbox necessary for traffic-CONTROL
19-3-2020 02:49:24.953	INFO	10	194	master allocated for INFO and ERROR dump
19-3-2020 02:49:24.996	INFO	10	185	creating mailslot for RSVP
19-3-2020 02:49:25.038	INFO	17	186	creating mailslot for RSVP client API
19-3-2020 02:49:25.087	INFO	12	191	master allocated for INFO and ERROR dump
19-3-2020 02:49:25.133	INFO	14	188	ready to accept informational socket connection
19-3-2020 02:49:25.176	INFO	18	192	creating mailslot for route engine - informational socket
19-3-2020 02:49:25.213	INFO	16	187	mailbox allocated for rsvp-api
19-3-2020 02:49:25.252	INFO	13	193	creating mailslot for terminate
19-3-2020 02:49:25.294	INFO	16	184	mailbox allocated for pipe
19-3-2020 02:49:25.338	INFO	17	188	creating socket for querying route
19-3-2020 02:49:25.384	INFO	10	183	creating mailslot for terminate
19-3-2020 02:49:25.431	INFO	19	190	creating mailslot for RSVP client API
19-3-2020 02:49:25.477	INFO	10	194	no mailbox necessary for forward
19-3-2020 02:49:25.477	INFO	17	183	transaction 17105 begun
19-3-2020 02:49:25.649	INFO	14	185	creating mailslot for RSVP via UDP
19-3-2020 02:49:25.649	INFO	18	192	transaction done, id=17105
19-3-2020 02:49:25.688	INFO	18	194	interface 127.0.0.1, entity for rsvp allocated and initialized
19-3-2020 02:49:25.728	INFO	11	184	no mailbox necessary for traffic-CONTROL
19-3-2020 02:49:25.774	INFO	17	190	mailbox allocated for terminate
19-3-2020 02:49:25.812	INFO	11	189	loading data for user
19-3-2020 02:49:25.850	INFO	16	193	creating mailslot for RSVP
19-3-2020 02:49:25.894	INFO	12	193	mailbox allocated for rsvp-udp
19-3-2020 02:49:25.932	INFO	16	190	parsing transaction entries
19-3-2020 02:49:25.980	INFO	14	190	out of INFO allcations
19-3-2020 02:49:26.023	INFO	13	191	creating mailslot for route engine - informational socket
19-3-2020 02:49:26.067	INFO	11	192	no mailbox necessary for forward
19-3-2020 02:49:26.111	INFO	14	193	parsing transaction entries
19-3-2020 02:49:26.160	INFO	10	184	creating mailslot for dump
19-3-2020 02:49:26.202	INFO	17	183	calculating thresholds...
19-3-2020 02:49:26.243	INFO	17	190	loading data for user
19-3-2020 02:49:26.291	INFO	17	191	creating mailslot for (broken) pipe
19-3-2020 02:49:26.339	INFO	17	185	master allocated for INFO and ERROR dump
19-3-2020 02:49:26.388	INFO	13	188	mailbox allocated for dump
19-3-2020 02:49:26.435	INFO	19	190	creating mailslot for RSVP via UDP
19-3-2020 02:49:26.477	INFO	17	184	loading data for user
19-3-2020 02:49:26.523	INFO	16	192	ready to accept informational socket connection
19-3-2020 02:49:26.566	INFO	10	193	parsing transaction entries
19-3-2020 02:49:26.603	INFO	14	186	mailbox allocated for rsvp-udp
19-3-2020 02:49:26.648	INFO	14	190	mailbox allocated for route
19-3-2020 02:49:26.693	INFO	12	185	calculating thresholds...
19-3-2020 02:49:26.732	INFO	17	190	money transfer loaded from queue
19-3-2020 02:49:26.779	INFO	12	186	mailbox allocated for terminate
19-3-2020 02:49:26.819	INFO	15	191	creating socket for querying route
19-3-2020 02:49:26.861	INFO	14	187	mailbox allocated for rsvp-api
19-3-2020 02:49:26.898	INFO	17	191	mailbox allocated for dump
19-3-2020 02:49:26.938	INFO	10	184	master allocated for INFO and ERROR dump
19-3-2020 02:49:26.981	INFO	14	184	mailbox allocated for rsvp
19-3-2020 02:49:27.020	INFO	16	185	mailbox allocated for dump
19-3-2020 02:49:27.060	INFO	11	188	mailbox allocated for rsvp-udp
19-3-2020 02:49:27.109	INFO	19	187	mailbox allocated for rsvp
19-3-2020 02:49:27.156	INFO	11	184	mailbox allocated for rsvp-api
19-3-2020 02:49:27.193	INFO	13	187	creating mailslot for RSVP client API
19-3-2020 02:49:27.230	INFO	10	193	creating mailslot for terminate
19-3-2020 02:49:27.230	INFO	12	194	transaction 17108 begun
19-3-2020 02:49:27.376	INFO	17	193	creating mailslot for dump
19-3-2020 02:49:27.376	INFO	12	189	transaction done, id=17108
19-3-2020 02:49:27.422	INFO	15	190	interface 127.0.0.1, entity for rsvp allocated and initialized
19-3-2020 02:49:27.467	INFO	10	193	no mailbox necessary for traffic-CONTROL
19-3-2020 02:49:27.467	INFO	19	193	transaction 17111 begun
19-3-2020 02:49:27.649	INFO	13	191	creating socket for querying route
19-3-2020 02:49:27.649	INFO	17	188	transaction done, id=17111
19-3-2020 02:49:27.690	INFO	10	191	mailbox allocated for dump
19-3-2020 02:49:27.731	INFO	15	188	master allocated for INFO and ERROR dump
19-3-2020 02:49:27.777	INFO	16	192	parsing transaction entries
19-3-2020 02:49:27.826	INFO	13	191	mailbox allocated for pipe
19-3-2020 02:49:27.874	INFO	15	188	mailbox allocated for pipe
19-3-2020 02:49:27.916	INFO	18	183	parsing transaction entries
19-3-2020 02:49:27.959	INFO	13	188	money transfer loaded from queue
19-3-2020 02:49:28.005	INFO	13	184	out of INFO allcations
19-3-2020 02:49:28.054	INFO	12	190	mailbox allocated for rsvp
19-3-2020 02:49:28.092	INFO	17	185	mailbox allocated for terminate
19-3-2020 02:49:28.135	INFO	10	184	loading data for user
19-3-2020 02:49:28.183	INFO	10	188	mailbox allocated for route
19-3-2020 02:49:28.227	INFO	17	194	creating mailslot for (broken) pipe
19-3-2020 02:49:28.276	INFO	18	190	out of INFO allcations
19-3-2020 02:49:28.314	INFO	15	183	money transfer loaded from queue
19-3-2020 02:49:28.357	INFO	12	185	creating mailslot for (broken) pipe
19-3-2020 02:49:28.397	INFO	14	183	no mailbox necessary for traffic-CONTROL
19-3-2020 02:49:28.438	INFO	19	192	creating mailslot for RSVP client API
19-3-2020 02:49:28.477	INFO	16	184	creating mailslot for dump
19-3-2020 02:49:28.520	INFO	12	184	no mailbox necessary for forward
19-3-2020 02:49:28.562	INFO	17	184	out of INFO allcations
19-3-2020 02:49:28.601	INFO	15	189	out of INFO allcations
19-3-2020 02:49:28.638	INFO	17	189	mailbox allocated for rsvp-api
19-3-2020 02:49:28.680	INFO	11	188	creating socket for querying route
19-3-2020 02:49:28.722	INFO	16	189	creating mailslot for (broken) pipe
19-3-2020 02:49:28.769	INFO	17	194	mailbox allocated for rsvp-api
19-3-2020 02:49:28.810	INFO	15	192	creating mailslot for RSVP client API
19-3-2020 02:49:28.810	INFO	15	188	transaction 17114 begun
19-3-2020 02:49:28.916	INFO	18	194	mailbox allocated for terminate
19-3-2020 02:49:28.916	INFO	15	192	transaction done, id=17114
19-3-2020 02:49:28.959	INFO	11	191	mailbox allocated for terminate
19-3-2020 02:49:28.999	INFO	17	192	ready to accept informational socket connection
19-3-2020 02:49:29.042	INFO	19	183	mailbox allocated for rsvp-udp
19-3-2020 02:49:29.088	INFO	14	190	loading data for user
19-3-2020 02:49:29.132	INFO	10	187	mailbox allocated for route
19-3-2020 02:49:29.181	INFO	19	185	mailbox allocated for rsvp-udp
19-3-2020 02:49:29.228	INFO	15	187	no mailbox necessary for traffic-CONTROL
19-3-2020 02:49:29.266	INFO	19	194	master allocated for INFO and ERROR dump
19-3-2020 02:49:29.266	INFO	15	184	transaction 17117 begun
19-3-2020 02:49:29.402	INFO	16	191	creating socket for querying route
19-3-2020 02:49:29.402	INFO	13	191	transaction done, id=17117
19-3-2020 02:49:29.448	INFO	19	184	loading data for user
19-3-2020 02:49:29.489	INFO	14	189	creating socket for traffic CONTROL module
19-3-2020 02:49:29.527	INFO	10	189	creating mailslot for RSVP client API
19-3-2020 02:49:29.570	INFO	18	184	master allocated for INFO and ERROR dump
19-3-2020 02:49:29.617	INFO	16	193	creating socket for querying route
19-3-2020 02:49:29.658	INFO	10	189	creating mailslot for route engine - informational socket
19-3-2020 02:49:29.702	INFO	17	190	creating mailslot for route engine - informational socket
19-3-2020 02:49:29.740	INFO	14	187	ready to accept informational socket connection
19-3-2020 02:49:29.786	INFO	10	193	master allocated for INFO and ERROR dump
19-3-2020 02:49:29.824	INFO	12	190	mailbox allocated for pipe
19-3-2020 02:49:29.824	INFO	16	185	transaction 17120 begun
19-3-2020 02:49:29.973	INFO	13	186	interface 127.0.0.1, entity for rsvp allocated and initialized
19-3-2020 02:49:29.973	INFO	11	186	transaction done, id=17120
19-3-2020 02:49:30.013	INFO	11	188	creating mailslot for RSVP via UDP
19-3-2020 02:49:30.058	INFO	10	188	creating socket for traffic CONTROL module
19-3-2020 02:49:30.102	INFO	11	193	creating mailslot for RSVP via UDP
19-3-2020 02:49:30.139	INFO	18	187	creating mailslot for RSVP
19-3-2020 02:49:30.179	INFO	17	191	creating mailslot for RSVP
19-3-2020 02:49:30.227	INFO	17	184	interface 127.0.0.1, entity for rsvp allocated and initialized
19-3-2020 02:49:30.267	INFO	15	191	creating mailslot for route engine - informational socket
19-3-2020 02:49:30.316	INFO	12	191	mailbox allocated for pipe
19-3-2020 02:49:30.354	INFO	15	191	mailbox allocated for pipe
19-3-2020 02:49:30.398	INFO	13	194	mailbox allocated for rsvp-udp
19-3-2020 02:49:30.436	INFO	13	193	creating socket for traffic CONTROL module
19-3-2020 02:49:30.473	INFO	13	187	creating mailslot for RSVP
19-3-2020 02:49:30.521	INFO	16	192	creating mailslot for RSVP client API
19-3-2020 02:49:30.564	INFO	12	186	mailbox allocated for dump
19-3-2020 02:49:30.602	INFO	10	186	creating mailslot for (broken) pipe
19-3-2020 02:49:30.646	INFO	14	193	loading data for user
19-3-2020 02:49:30.691	INFO	18	192	mailbox allocated for terminate
19-3-2020 02:49:30.735	INFO	17	193	creating mailslot for RSVP client API
19-3-2020 02:49:30.775	INFO	15	189	master allocated for INFO and ERROR dump
19-3-2020 02:49:30.823	INFO	19	189	mailbox allocated for route
19-3-2020 02:49:30.866	INFO	12	194	loopback to avoid ERROR
19-3-2020 02:49:30.915	INFO	17	187	creating socket for querying route
19-3-2020 02:49:30.964	INFO	10	190	mailbox allocated for rsvp-udp
19-3-2020 02:49:31.003	INFO	18	193	loopback to avoid ERROR
19-3-2020 02:49:31.049	INFO	16	188	mailbox allocated for terminate
19-3-2020 02:49:31.092	INFO	10	191	ready to accept informational socket connection
19-3-2020 02:49:31.137	INFO	11	193	creating mailslot for terminate
19-3-2020 02:49:31.176	INFO	18	188	mailbox allocated for dump
19-3-2020 02:49:31.219	INFO	12	183	no mailbox necessary for forward
19-3-2020 02:49:31.264	INFO	12	194	creating mailslot for dump
19-3-2020 02:49:31.305	INFO	16	189	money transfer loaded from queue
19-3-2020 02:49:31.342	INFO	10	183	creating mailslot for dump
19-3-2020 02:49:31.381	INFO	17	183	parsing transaction entries
19-3-2020 02:49:31.421	INFO	17	190	creating mailslot for route engine - informational socket
19-3-2020 02:49:31.469	INFO	17	192	calculating thresholds...
19-3-2020 02:49:31.515	INFO	19	189	mailbox allocated for rsvp-udp
19-3-2020 02:49:31.560	INFO	13	188	mailbox allocated for rsvp-udp
19-3-2020 02:49:31.606	INFO	10	191	mailbox allocated for rsvp-api
19-3-2020 02:49:31.652	INFO	19	192	creating socket for traffic CONTROL module
19-3-2020 02:49:31.690	INFO	16	193	mailbox allocated for dump
19-3-2020 02:49:31.729	INFO	15	189	ready to accept informational socket connection
19-3-2020 02:49:31.772	INFO	11	194	creating mailslot for dump
19-3-2020 02:49:31.811	INFO	19	183	mailbox allocated for rsvp
19-3-2020 02:49:31.853	INFO	19	194	creating mailslot for RSVP via UDP
19-3-2020 02:49:31.893	INFO	17	183	no mailbox necessary for traffic-CONTROL
19-3-2020 02:49:31.931	INFO	15	185	master allocated for INFO and ERROR dump
19-3-2020 02:49:31.977	INFO	14	193	ready to accept informational socket connection
19-3-2020 02:49:32.015	INFO	14	187	creating mailslot for RSVP
19-3-2020 02:49:32.056	INFO	12	189	calculating thresholds...
19-3-2020 02:49:32.102	INFO	11	189	parsing transaction entries
19-3-2020 02:49:32.140	INFO	10	192	creating mailslot for terminate
19-3-2020 02:49:32.181	INFO	12	185	master allocated for INFO and ERROR dump
19-3-2020 02:49:32.218	INFO	10	183	mailbox allocated for route
19-3-2020 02:49:32.267	INFO	15	183	money transfer loaded from queue
19-3-2020 02:49:32.313	INFO	14	194	creating mailslot for RSVP via UDP
19-3-2020 02:49:32.355	INFO	15	186	master allocated for INFO and ERROR dump
19-3-2020 02:49:32.397	INFO	16	189	creating mailslot for (broken) pipe
19-3-2020 02:49:32.438	INFO	12	193	out of INFO allcations
19-3-2020 02:49:32.483	INFO	17	183	creating socket for traffic CONTROL module
19-3-2020 02:49:32.526	INFO	12	194	mailbox allocated for pipe
19-3-2020 02:49:32.574	INFO	13	193	mailbox allocated for dump
19-3-2020 02:49:32.621	INFO	12	193	loading data for user
19-3-2020 02:49:32.667	INFO	17	190	creating mailslot for dump
19-3-2020 02:49:32.705	INFO	16	188	mailbox allocated for rsvp-api
19-3-2020 02:49:32.749	INFO	11	192	mailbox allocated for rsvp-udp
19-3-2020 02:49:32.787	INFO	15	184	parsing transaction entries
19-3-2020 02:49:32.834	INFO	18	186	loading data for user
19-3-2020 02:49:32.880	INFO	12	189	ready to accept informational socket connection
19-3-2020 02:49:32.921	INFO	19	188	ready to accept informational socket connection
19-3-2020 02:49:32.959	INFO	17	188	creating mailslot for RSVP
19-3-2020 02:49:33.007	INFO	15	191	master allocated for INFO and ERROR dump
19-3-2020 02:49:33.056	INFO	19	194	ready to accept informational socket connection
19-3-2020 02:49:33.094	INFO	15	185	ready to accept informational socket connection
19-3-2020 02:49:33.143	INFO	17	183	ready to accept informational socket connection
19-3-2020 02:49:33.182	INFO	19	192	loopback to avoid ERROR
19-3-2020 02:49:33.227	INFO	16	185	calculating thresholds...
19-3-2020 02:49:33.227	INFO	15	194	transaction 17123 begun
19-3-2020 02:49:33.386	INFO	12	190	creating mailslot for route engine - informational socket
19-3-2020 02:49:33.386	INFO	13	194	transaction done, id=17123
19-3-2020 02:49:33.431	INFO	16	186	mailbox allocated for route
19-3-2020 02:49:33.468	INFO	13	191	calculating thresholds...
19-3-2020 02:49:33.515	INFO	14	184	interface 127.0.0.1, entity for rsvp allocated and initialized
19-3-2020 02:49:33.559	INFO	13	186	creating mailslot for dump
19-3-2020 02:49:33.597	INFO	12	189	mailbox allocated for terminate
19-3-2020 02:49:33.634	INFO	12	186	interface 127.0.0.1, entity for rsvp allocated and initialized
19-3-2020 02:49:33.683	INFO	11	184	creating mailslot for RSVP
19-3-2020 02:49:33.726	INFO	18	193	loopback to avoid ERROR
19-3-2020 02:49:33.771	INFO	11	192	master allocated for INFO and ERROR dump
19-3-2020 02:49:33.813	INFO	18	183	no mailbox necessary for forward
19-3-2020 02:49:33.851	INFO	19	194	loading data for user
19-3-2020 02:49:33.898	INFO	11	190	mailbox allocated for terminate
19-3-2020 02:49:33.947	INFO	11	194	mailbox allocated for rsvp
19-3-2020 02:49:33.994	INFO	18	185	no mailbox necessary for forward
19-3-2020 02:49:34.038	INFO	11	190	creating mailslot for RSVP client API
19-3-2020 02:49:34.087	INFO	11	190	interface 127.0.0.1, entity for rsvp allocated and initialized
19-3-2020 02:49:34.130	INFO	16	190	mailbox allocated for rsvp
19-3-2020 02:49:34.179	INFO	17	187	creating mailslot for terminate
19-3-2020 02:49:34.220	INFO	12	194	money transfer loaded from queue
19-3-2020 02:49:34.258	INFO	16	193	ready to accept informational socket connection
19-3-2020 02:49:34.302	INFO	19	189	calculating thresholds...
19-3-2020 02:49:34.342	INFO	13	194	mailbox allocated for route
19-3-2020 02:49:34.390	INFO	15	191	creating mailslot for RSVP via UDP
19-3-2020 02:49:34.439	INFO	17	185	creating socket for querying route
19-3-2020 02:49:34.477	INFO	11	188	creating mailslot for dump
19-3-2020 02:49:34.514	INFO	12	186	mailbox allocated for rsvp-api
19-3-2020 02:49:34.555	INFO	10	193	creating socket for querying route
19-3-2020 02:49:34.594	INFO	10	190	creating mailslot for RSVP client API
19-3-2020 02:49:34.638	INFO	15	193	mailbox allocated for rsvp-api
19-3-2020 02:49:34.687	INFO	16	186	no mailbox necessary for traffic-CONTROL
19-3-2020 02:49:34.728	INFO	10	194	no mailbox necessary for forward
19-3-2020 02:49:34.777	INFO	16	192	loopback to avoid ERROR
19-3-2020 02:49:34.818	INFO	19	190	creating mailslot for (broken) pipe
19-3-2020 02:49:34.867	INFO	10	183	no mailbox necessary for traffic-CONTROL
19-3-2020 02:49:34.915	INFO	10	194	loopback to avoid ERROR
19-3-2020 02:49:34.963	INFO	19	187	creating mailslot for RSVP client API
19-3-2020 02:49:35.007	INFO	15	193	master allocated for INFO and ERROR dump
19-3-2020 02:49:35.053	INFO	11	194	mailbox allocated for rsvp
19-3-2020 02:49:35.102	INFO	19	184	no mailbox necessary for traffic-CONTROL
19-3-2020 02:49:35.151	INFO	12	185	no mailbox necessary for forward
19-3-2020 02:49:35.194	INFO	17	191	creating mailslot for terminate
19-3-2020 02:49:35.236	INFO	11	187	mailbox allocated for rsvp-api
19-3-2020 02:49:35.276	INFO	15	192	mailbox allocated for dump
19-3-2020 02:49:35.316	INFO	15	189	creating mailslot for route engine - informational socket
19-3-2020 02:49:35.355	INFO	17	187	creating mailslot for dump
19-3-2020 02:49:35.400	INFO	11	191	mailbox allocated for pipe
19-3-2020 02:49:35.449	INFO	19	192	ready to accept informational socket connection
19-3-2020 02:49:35.498	INFO	13	194	out of INFO allcations
19-3-2020 02:49:35.539	INFO	10	189	creating socket for traffic CONTROL module
19-3-2020 02:49:35.588	INFO	15	191	creating mailslot for dump
19-3-2020 02:49:35.629	INFO	19	194	interface 127.0.0.1, entity for rsvp allocated and initialized
19-3-2020 02:49:35.672	INFO	13	186	creating socket for querying route
19-3-2020 02:49:35.718	INFO	12	189	creating mailslot for terminate
19-3-2020 02:49:35.766	INFO	12	187	out of INFO allcations
19-3-2020 02:49:35.809	INFO	13	189	creating socket for querying route
19-3-2020 02:49:35.854	INFO	17	194	no mailbox necessary for forward
19-3-2020 02:49:35.893	INFO	11	183	creating mailslot for route engine - informational socket
19-3-2020 02:49:35.937	INFO	12	185	calculating thresholds...
19-3-2020 02:49:35.977	INFO	13	185	creating mailslot for dump
19-3-2020 02:49:36.020	INFO	15	184	creating mailslot for (broken) pipe
19-3-2020 02:49:36.067	INFO	12	187	calculating thresholds...
19-3-2020 02:49:36.114	INFO	16	186	creating mailslot for RSVP via UDP
19-3-2020 02:49:36.151	INFO	16	189	creating mailslot for terminate
19-3-2020 02:49:36.196	INFO	10	190	creating socket for querying route
19-3-2020 02:49:36.235	INFO	12	191	creating mailslot for (broken) pipe
19-3-2020 02:49:36.273	INFO	19	184	mailbox allocated for dump
19-3-2020 02:49:36.317	INFO	14	187	no mailbox necessary for traffic-CONTROL
19-3-2020 02:49:36.366	INFO	17	192	creating mailslot for route engine - informational socket
19-3-2020 02:49:36.413	INFO	15	194	creating mailslot for route engine - informational socket
19-3-2020 02:49:36.453	INFO	10	186	mailbox allocated for rsvp-api
19-3-2020 02:49:36.498	INFO	17	189	creating mailslot for dump
19-3-2020 02:49:36.535	INFO	10	189	mailbox allocated for rsvp-api
19-3-2020 02:49:36.578	INFO	12	189	creating mailslot for route engine - informational socket
19-3-2020 02:49:36.626	INFO	11	187	no mailbox necessary for forward
19-3-2020 02:49:36.668	INFO	13	193	mailbox allocated for rsvp
19-3-2020 02:49:36.709	INFO	19	186	mailbox allocated for rsvp-api
19-3-2020 02:49:36.754	INFO	17	183	creating socket for querying route
19-3-2020 02:49:36.797	INFO	11	192	parsing transaction entries
19-3-2020 02:49:36.842	INFO	11	190	mailbox allocated for route
19-3-2020 02:49:36.891	INFO	16	187	mailbox allocated for rsvp-udp
19-3-2020 02:49:36.934	INFO	15	184	mailbox allocated for rsvp-udp
19-3-2020 02:49:36.981	INFO	12	188	creating mailslot for terminate
19-3-2020 02:49:37.020	INFO	18	192	mailbox allocated for terminate
19-3-2020 02:49:37.065	INFO	11	183	master allocated for INFO and ERROR dump
19-3-2020 02:49:37.108	INFO	19	190	calculating thresholds...
19-3-2020 02:49:37.145	INFO	15	185	creating socket for querying route
19-3-2020 02:49:37.190	INFO	15	193	loading data for user
19-3-2020 02:49:37.230	INFO	17	184	creating mailslot for (broken) pipe
19-3-2020 02:49:37.275	INFO	19	192	mailbox allocated for rsvp
19-3-2020 02:49:37.312	INFO	14	192	creating mailslot for RSVP via UDP
19-3-2020 02:49:37.312	INFO	18	192	transaction 17126 begun
19-3-2020 02:49:37.498	INFO	15	194	creating socket for querying route
19-3-2020 02:49:37.498	INFO	19	185	transaction done, id=17126
19-3-2020 02:49:37.540	INFO	19	190	no mailbox necessary for forward
19-3-2020 02:49:37.577	INFO	11	194	calculating thresholds...
19-3-2020 02:49:37.621	INFO	17	193	master allocated for INFO and ERROR dump
19-3-2020 02:49:37.668	INFO	17	184	loopback to avoid ERROR
19-3-2020 02:49:37.715	INFO	19	186	no mailbox necessary for forward
19-3-2020 02:49:37.759	INFO	16	184	master allocated for INFO and ERROR dump
19-3-2020 02:49:37.804	INFO	11	192	creating mailslot for (broken) pipe
19-3-2020 02:49:37.849	INFO	13	187	mailbox allocated for rsvp-api
19-3-2020 02:49:37.890	INFO	19	194	out of INFO allcations
19-3-2020 02:49:37.929	INFO	11	193	mailbox allocated for pipe
19-3-2020 02:49:37.970	INFO	15	185	creating mailslot for dump
19-3-2020 02:49:38.008	INFO	14	189	creating mailslot for route engine - informational socket
19-3-2020 02:49:38.051	INFO	12	191	creating socket for querying route
19-3-2020 02:49:38.094	INFO	17	187	creating socket for traffic CONTROL module
19-3-2020 02:49:38.133	INFO	14	184	creating socket for traffic CONTROL module
19-3-2020 02:49:38.182	INFO	11	190	creating mailslot for RSVP
19-3-2020 02:49:38.221	INFO	14	185	mailbox allocated for dump
19-3-2020 02:49:38.261	INFO	10	193	creating socket for querying route
19-3-2020 02:49:38.300	INFO	18	185	creating mailslot for RSVP via UDP
19-3-2020 02:49:38.340	INFO	12	186	mailbox allocated for dump
19-3-2020 02:49:38.385	INFO	16	184	creating mailslot for RSVP client API
19-3-2020 02:49:38.425	INFO	15	193	creating mailslot for RSVP
19-3-2020 02:49:38.466	INFO	18	187	out of INFO allcations
19-3-2020 02:49:38.511	INFO	10	185	mailbox allocated for terminate
19-3-2020 02:49:38.558	INFO	12	187	interface 127.0.0.1, entity for rsvp allocated and initialized
19-3-2020 02:49:38.599	INFO	14	189	creating mailslot for RSVP via UDP
19-3-2020 02:49:38.639	INFO	16	192	creating socket for querying route
19-3-2020 02:49:38.678	INFO	18	188	mailbox allocated for pipe
19-3-2020 02:49:38.715	INFO	18	185	mailbox allocated for dump
19-3-2020 02:49:38.753	INFO	10	191	money transfer loaded from queue
19-3-2020 02:49:38.793	INFO	18	185	creating socket for traffic CONTROL module
19-3-2020 02:49:38.832	INFO	16	185	creating mailslot for (broken) pipe
19-3-2020 02:49:38.878	INFO	14	188	mailbox allocated for terminate
19-3-2020 02:49:38.927	INFO	10	189	mailbox allocated for pipe
19-3-2020 02:49:38.965	INFO	18	183	interface 127.0.0.1, entity for rsvp allocated and initialized
19-3-2020 02:49:39.007	INFO	14	189	ready to accept informational socket connection
19-3-2020 02:49:39.051	INFO	17	189	loading data for user
